und_infl_adj_fs,width_mm_fs,asp_rat_adj_fs,ld_ind_fs,spd_rat_fs,roll_res_fs
0.225,-0.055,0.199,-0.352,0.308,0.065
-0.158,-0.255,-0.291,-0.28,-0.387,-0.029
0.289,0.052,0.294,-0.17,0.068,0.068
0.464,0.378,-0.048,0.076,0.321,0.063
0.23,-0.483,0.233,0.182,0.014,0.013
0.465,-0.303,-0.084,0.473,-0.036,0.009
0.338,-0.095,0.025,0.15,-0.037,0.066
0.139,0.414,-0.106,-0.367,0.352,0.052
0.174,-0.123,0.0,-0.255,0.263,0.057
-0.25,0.251,-0.211,-0.303,0.111,0.03
0.216,0.046,0.342,-0.047,0.051,0.072
0.471,-0.382,0.493,-0.297,-0.258,0.01
0.213,-0.434,-0.06,0.254,0.235,0.009
0.01,-0.294,0.474,0.443,-0.444,-0.009
-0.235,-0.232,-0.342,0.294,-0.216,-0.03
-0.025,0.463,-0.417,-0.234,-0.357,0.03
0.084,-0.217,0.108,-0.046,0.21,0.009
0.279,-0.002,-0.386,0.273,-0.465,0.028
0.033,0.455,-0.304,-0.465,0.265,0.042
-0.071,0.415,-0.345,-0.26,0.452,0.03
0.297,-0.495,-0.01,0.406,0.014,0.009
-0.26,-0.378,-0.343,0.24,-0.285,-0.03
0.101,0.053,0.066,0.113,0.225,0.068
-0.223,-0.033,0.158,-0.236,0.11,0.039
-0.324,-0.272,0.368,-0.363,-0.484,-0.086
-0.485,0.156,-0.493,-0.127,-0.166,0.037
0.212,-0.029,-0.247,0.355,-0.198,0.061
0.146,0.353,-0.173,0.466,0.214,0.061
0.454,0.37,-0.255,0.493,0.194,0.063
-0.154,-0.164,-0.076,0.25,0.499,-0.022
0.169,-0.027,-0.013,-0.006,0.449,0.061
-0.433,0.457,-0.05,0.317,-0.01,0.037
0.266,-0.153,0.158,0.104,0.317,0.014
0.349,0.165,0.073,-0.498,0.268,0.066
-0.089,-0.149,0.051,0.29,-0.382,-0.004
0.28,0.245,-0.26,-0.007,0.391,0.063
-0.428,-0.237,-0.164,0.344,0.115,-0.037
-0.206,0.229,-0.116,-0.411,0.002,0.031
0.447,0.009,0.163,0.185,-0.372,0.071
0.018,-0.433,0.024,-0.422,0.272,-0.003
-0.322,0.479,-0.473,0.022,-0.329,0.037
-0.494,0.197,-0.061,-0.181,-0.415,0.012
-0.366,0.042,-0.346,0.092,-0.111,0.037
-0.0,-0.142,-0.429,-0.32,0.344,-0.008
-0.349,0.099,0.022,0.079,-0.217,0.037
-0.42,-0.345,0.197,-0.421,-0.166,-0.036
0.148,0.263,-0.446,0.394,-0.276,0.059
0.449,-0.368,-0.112,0.296,-0.438,0.006
0.235,0.084,0.368,-0.146,0.116,0.068
-0.047,0.127,0.215,-0.444,0.24,0.04
-0.466,0.332,-0.47,0.209,-0.269,0.037
0.0,-0.475,-0.183,-0.116,-0.399,-0.013
0.388,0.125,-0.282,-0.269,0.09,0.054
-0.195,-0.206,0.46,-0.228,-0.215,-0.025
-0.032,0.157,-0.467,0.116,-0.069,0.037
-0.16,0.083,-0.138,-0.239,0.21,0.03
-0.221,-0.174,-0.471,-0.171,0.411,-0.029
-0.381,-0.342,0.099,-0.382,-0.416,-0.043
-0.402,-0.322,-0.025,-0.156,-0.425,-0.047
0.261,0.354,-0.368,-0.377,0.021,0.054
0.161,-0.346,0.007,0.285,0.025,0.007
0.17,-0.421,0.007,-0.225,0.18,0.004
-0.14,-0.255,0.41,0.263,0.453,-0.02
0.404,0.446,0.408,0.406,-0.272,0.072
-0.365,-0.113,-0.132,0.436,0.354,0.041
-0.125,-0.472,-0.493,-0.269,-0.042,-0.027
-0.191,-0.139,0.287,-0.489,0.216,-0.035
0.435,0.358,-0.211,-0.132,-0.294,0.057
0.149,0.006,-0.152,-0.355,0.032,0.052
0.425,0.194,0.474,0.421,-0.128,0.074
-0.402,-0.197,0.26,-0.342,-0.031,-0.033
0.086,0.107,-0.34,0.43,0.479,0.06
0.087,0.245,-0.276,0.256,0.486,0.06
0.286,0.409,0.361,-0.172,-0.131,0.068
-0.462,-0.433,0.041,-0.309,-0.421,-0.047
-0.215,-0.255,-0.209,-0.428,0.046,-0.032
0.444,-0.14,-0.067,0.069,-0.272,0.01
0.414,-0.185,-0.197,-0.353,0.41,0.012
-0.005,0.221,0.476,-0.134,0.131,0.041
-0.016,-0.03,-0.427,0.212,-0.279,0.037
-0.12,-0.203,-0.25,0.217,-0.461,-0.057
-0.133,-0.233,-0.48,-0.184,-0.235,-0.027
-0.006,0.053,0.319,0.368,0.301,0.045
-0.113,0.322,-0.271,-0.431,-0.184,0.031
-0.28,0.413,0.344,0.001,0.276,0.045
0.468,0.469,0.45,-0.384,-0.106,0.068
-0.483,-0.157,-0.014,0.078,-0.065,-0.033
0.067,-0.326,0.2,0.234,-0.441,-0.004
-0.328,0.489,0.443,-0.451,-0.348,0.04
0.057,0.321,-0.145,0.396,-0.011,0.047
0.44,0.368,-0.208,-0.012,-0.222,0.063
-0.208,0.235,-0.259,-0.459,0.271,0.031
0.423,0.311,-0.321,-0.016,0.441,0.063
0.06,0.125,0.254,0.464,0.057,0.055
0.02,0.373,0.308,-0.44,0.029,0.041
-0.379,-0.437,0.13,0.249,0.203,-0.034
-0.173,-0.088,0.372,0.256,0.18,0.048
-0.284,0.32,0.432,0.242,-0.143,0.045
-0.295,-0.167,0.383,-0.209,0.105,-0.033
-0.196,-0.282,0.195,-0.101,-0.401,-0.033
0.16,-0.49,0.387,0.281,0.143,0.011
0.383,-0.454,-0.197,0.38,0.388,0.009
-0.485,-0.159,-0.125,0.026,-0.218,-0.034
-0.291,-0.136,-0.091,-0.388,-0.307,-0.037
0.41,0.381,-0.3,-0.43,0.396,0.054
-0.114,0.449,0.457,-0.33,0.479,0.04
-0.301,-0.395,-0.315,-0.012,-0.222,-0.037
0.494,-0.228,0.346,-0.295,-0.172,0.01
0.491,-0.128,-0.391,-0.089,-0.1,0.066
0.31,-0.431,0.037,-0.167,0.228,0.006
-0.021,-0.319,0.443,-0.147,0.364,-0.004
-0.326,0.255,-0.072,-0.407,0.111,0.031
-0.317,-0.231,-0.281,0.044,0.263,-0.037
0.312,-0.137,0.412,0.439,0.201,0.014
0.284,0.262,-0.367,-0.064,-0.219,0.063
0.14,0.003,0.026,0.012,0.195,0.061
-0.386,0.097,0.29,0.192,0.307,0.045
0.196,0.121,-0.0,-0.22,-0.462,0.021
-0.366,-0.335,0.051,0.314,-0.001,-0.034
-0.117,0.104,0.079,0.21,0.401,0.044
0.139,0.097,0.253,0.27,0.061,0.072
-0.004,0.499,-0.233,-0.009,0.305,0.037
0.17,-0.288,0.332,0.026,0.407,0.011
-0.01,-0.246,0.491,-0.324,-0.48,-0.03
0.413,0.075,0.004,-0.281,0.372,0.054
-0.404,-0.071,-0.344,0.085,-0.415,0.022
0.498,0.371,0.496,-0.107,0.386,0.074
0.494,-0.416,0.376,0.436,-0.101,0.013
0.358,0.242,-0.207,0.15,-0.025,0.063
0.017,0.359,-0.294,0.441,0.11,0.037
-0.17,0.349,-0.01,-0.342,0.338,0.031
-0.169,-0.076,-0.484,-0.203,-0.374,0.032
0.48,0.164,0.388,-0.391,0.439,0.068
0.428,-0.161,-0.398,0.41,-0.214,0.011
0.273,-0.16,0.118,0.282,0.464,0.013
0.413,-0.273,-0.074,-0.26,-0.2,0.006
-0.057,0.133,-0.379,0.132,0.027,0.037
-0.321,-0.222,-0.251,0.253,0.448,-0.034
0.404,-0.051,-0.171,-0.252,0.436,0.054
-0.019,-0.011,0.44,-0.25,0.272,0.04
0.008,-0.475,-0.403,-0.361,0.431,-0.004
0.498,0.414,-0.333,-0.017,0.485,0.063
-0.443,0.261,-0.055,-0.081,0.313,0.037
0.067,-0.455,0.365,0.43,0.344,0.003
-0.012,0.434,-0.208,-0.298,-0.328,0.03
-0.244,0.335,-0.204,0.37,-0.009,0.037
-0.389,-0.45,-0.101,-0.126,0.286,-0.037
0.381,-0.498,-0.172,-0.413,0.301,0.01
0.203,0.075,0.484,0.459,0.067,0.072
-0.073,0.459,0.419,-0.401,-0.369,0.04
-0.254,-0.335,-0.46,0.256,0.337,-0.03
-0.386,0.034,-0.071,-0.424,-0.229,0.031
-0.374,0.432,0.439,0.011,-0.009,0.045
-0.456,0.035,0.003,0.28,0.125,0.037
0.426,-0.073,-0.169,-0.148,0.286,0.057
-0.456,0.086,-0.007,0.126,0.243,0.037
0.481,0.121,-0.004,-0.483,-0.216,0.054
-0.424,-0.457,-0.342,-0.372,-0.46,-0.086
0.38,0.177,-0.031,-0.228,0.47,0.054
0.461,0.138,-0.307,0.459,0.013,0.063
0.006,0.189,0.033,0.32,-0.113,0.037
0.28,0.474,0.413,-0.173,0.381,0.068
0.087,-0.428,-0.397,0.447,0.353,0.006
0.268,-0.262,-0.117,-0.449,-0.007,0.01
0.194,0.417,-0.304,-0.073,0.361,0.061
-0.372,-0.025,-0.314,0.489,-0.392,0.032
0.133,-0.421,-0.412,-0.491,-0.321,0.007
0.086,-0.481,0.209,-0.453,0.087,0.012
0.123,0.481,-0.228,0.458,0.102,0.06
-0.294,-0.177,-0.272,-0.137,0.198,-0.037
-0.16,0.048,-0.168,0.143,-0.249,0.037
-0.201,0.041,0.274,0.164,0.347,0.045
0.143,-0.162,-0.443,-0.091,-0.182,0.009
0.181,0.176,0.499,0.159,0.379,0.072
0.24,0.286,-0.35,-0.15,-0.354,0.052
-0.069,-0.265,0.202,0.077,0.451,-0.002
0.403,-0.101,-0.347,-0.288,-0.371,0.053
0.233,0.426,0.298,0.38,-0.072,0.074
0.035,-0.49,0.328,0.253,0.151,0.003
-0.238,-0.324,0.481,-0.252,0.184,-0.028
0.299,0.313,0.121,0.419,-0.378,0.069
-0.358,-0.408,0.319,0.1,0.111,-0.034
-0.205,-0.425,0.096,-0.298,-0.234,-0.029
-0.373,0.194,0.145,0.024,0.454,0.044
0.421,0.358,0.13,0.495,-0.132,0.072
-0.339,0.026,0.077,-0.166,-0.193,0.039
0.295,-0.346,-0.413,0.276,-0.488,-0.042
-0.305,0.428,-0.415,0.132,-0.065,0.037
-0.029,0.159,-0.137,0.29,-0.025,0.037
-0.435,0.5,0.488,0.106,0.003,0.045
-0.153,0.49,-0.205,0.01,-0.172,0.037
-0.308,0.379,0.044,0.111,0.381,0.037
-0.325,-0.435,0.407,0.482,-0.404,-0.041
-0.346,-0.006,-0.483,-0.283,-0.17,0.03
-0.132,-0.292,-0.368,-0.371,-0.133,-0.026
-0.285,-0.476,0.377,-0.305,0.337,-0.036
0.08,-0.433,-0.283,0.46,-0.11,0.006
0.411,0.235,0.029,-0.216,0.122,0.054
-0.375,0.397,-0.119,-0.114,0.055,0.037
-0.131,0.375,-0.328,-0.197,0.06,0.03
-0.295,0.154,0.459,-0.073,-0.409,0.029
-0.053,0.25,0.475,0.253,-0.335,0.044
-0.311,-0.441,0.217,0.353,0.309,-0.034
0.386,0.456,0.34,-0.293,-0.139,0.068
-0.016,-0.243,0.264,-0.138,0.449,-0.004
-0.455,0.226,0.002,-0.104,-0.26,0.037
-0.126,0.267,0.405,-0.355,0.073,0.041
-0.031,-0.078,-0.484,0.296,-0.013,0.041
-0.32,0.295,-0.14,0.41,0.405,0.037
0.001,-0.029,0.405,-0.102,-0.241,0.045
0.168,-0.342,0.452,-0.146,0.193,0.008
0.296,0.107,-0.18,0.011,0.029,0.063
0.075,-0.429,-0.435,-0.089,0.364,-0.001
0.436,-0.137,0.115,-0.209,0.276,0.011
0.259,0.059,-0.264,-0.216,-0.185,0.054
-0.163,-0.41,-0.037,0.01,0.424,-0.023
0.474,-0.209,-0.354,-0.398,0.337,0.01
0.122,0.498,-0.156,0.227,0.375,0.06
0.357,-0.429,-0.477,-0.114,0.094,0.009
-0.27,-0.301,0.248,-0.316,-0.229,-0.029
-0.057,0.323,0.37,0.31,0.289,0.045
-0.386,0.139,-0.212,-0.414,-0.072,0.031
0.262,0.377,-0.011,0.197,0.185,0.063
-0.457,-0.165,0.166,0.169,-0.31,-0.031
0.252,0.081,0.332,0.261,-0.326,0.071
0.103,0.323,0.32,0.092,-0.177,0.07
-0.193,-0.206,-0.129,-0.255,0.09,-0.029
0.401,-0.187,-0.236,0.466,-0.01,0.011
-0.269,-0.202,0.085,0.135,-0.373,-0.024
-0.292,-0.25,0.272,0.013,-0.204,-0.034
-0.384,-0.011,-0.445,0.323,-0.472,-0.018
0.072,0.34,-0.336,-0.266,-0.119,0.041
0.439,-0.204,0.46,0.474,0.374,0.014
0.21,0.344,-0.182,-0.191,0.102,0.052
0.291,0.245,0.475,0.388,0.111,0.074
-0.162,-0.258,-0.244,0.349,-0.242,-0.024
0.048,-0.033,-0.353,-0.063,0.14,0.047
0.093,0.393,-0.407,0.442,-0.059,0.06
-0.142,0.372,0.366,0.126,-0.487,-0.004
0.445,-0.152,-0.016,0.114,-0.043,0.011
0.136,-0.37,0.069,-0.017,0.407,0.01
0.039,0.169,0.325,0.25,0.145,0.055
-0.476,0.124,-0.115,-0.467,-0.385,0.026
-0.096,-0.188,0.426,0.424,-0.39,-0.004
-0.393,-0.32,0.145,0.471,-0.206,-0.034
-0.481,-0.075,0.178,-0.324,-0.138,0.042
-0.316,-0.295,0.29,0.048,0.092,-0.034
-0.443,0.141,-0.248,-0.28,0.178,0.03
0.002,-0.31,-0.009,0.225,0.033,-0.005
0.254,-0.191,-0.311,0.155,0.046,0.011
-0.335,0.092,-0.074,0.048,0.039,0.037
-0.226,0.432,0.08,-0.486,0.034,0.04
0.366,-0.065,0.246,0.249,0.396,0.074
-0.284,-0.239,-0.099,-0.404,0.246,-0.04
-0.026,-0.1,-0.32,-0.244,-0.243,0.033
-0.085,-0.017,-0.245,0.386,0.156,0.037
0.114,0.07,0.351,-0.342,0.028,0.064
-0.392,0.447,0.287,-0.434,-0.242,0.041
-0.22,0.249,0.482,0.358,0.166,0.045
0.443,-0.216,0.454,0.363,-0.17,0.013
0.136,0.008,0.243,0.121,-0.298,0.069
-0.051,-0.357,0.482,0.426,-0.436,-0.009
-0.245,0.468,-0.139,-0.034,-0.204,0.037
-0.418,0.492,0.31,0.024,0.107,0.045
-0.373,0.012,0.406,0.067,0.38,0.045
0.214,0.213,0.0,0.418,-0.309,0.058
0.421,-0.303,0.443,-0.378,0.041,0.014
-0.43,0.226,0.092,-0.27,-0.341,0.039
-0.182,-0.042,-0.368,0.302,-0.281,0.037
0.379,-0.197,0.489,0.347,-0.197,0.014
-0.297,0.309,-0.053,0.257,0.378,0.037
0.056,-0.415,-0.106,0.491,-0.176,-0.001
-0.025,-0.068,0.174,0.465,0.011,0.044
0.364,-0.375,-0.212,-0.141,0.236,0.006
-0.401,0.217,-0.414,-0.373,0.155,0.031
0.077,0.045,0.113,-0.058,-0.094,0.068
0.3,-0.161,-0.471,-0.382,-0.474,-0.017
0.001,0.497,-0.278,0.012,0.105,0.037
0.111,0.413,-0.103,-0.314,0.357,0.052
-0.463,-0.355,0.193,-0.448,0.12,-0.036
0.11,-0.002,-0.047,0.176,-0.37,0.057
-0.312,-0.258,0.479,0.456,0.216,-0.034
0.499,-0.122,-0.199,-0.183,-0.477,0.023
0.307,-0.392,0.267,0.299,0.425,0.013
0.492,-0.353,0.045,0.206,-0.066,0.009
0.392,-0.345,0.026,0.431,-0.463,-0.024
0.265,-0.199,-0.32,-0.491,0.383,0.012
0.494,0.274,0.027,0.27,-0.463,0.028
0.207,0.284,0.089,-0.094,0.292,0.07
0.12,-0.318,0.093,0.084,-0.035,0.009
-0.017,-0.396,-0.074,0.041,0.368,-0.006
-0.118,-0.348,-0.135,0.087,-0.404,-0.032
-0.068,-0.377,-0.268,0.122,0.495,-0.006
-0.056,-0.422,0.455,0.394,0.475,-0.002
0.357,-0.421,-0.087,0.445,0.007,0.009
-0.045,-0.36,-0.206,0.465,-0.496,-0.049
-0.455,-0.298,-0.024,0.424,0.038,-0.036
0.479,-0.141,0.198,-0.226,0.295,0.012
-0.02,0.344,-0.109,0.496,-0.335,0.037
0.397,0.013,-0.352,0.066,0.037,0.063
-0.167,-0.31,0.008,-0.402,0.322,-0.025
-0.313,-0.039,-0.232,0.048,0.29,0.037
0.041,0.319,-0.354,-0.338,0.047,0.042
0.293,-0.278,0.08,0.455,-0.189,0.012
0.309,-0.439,0.267,-0.206,0.347,0.01
-0.055,-0.102,-0.084,-0.079,-0.106,0.041
0.116,0.458,0.157,0.001,-0.471,0.032
-0.224,0.315,0.458,0.475,-0.005,0.045
-0.014,0.358,-0.423,-0.032,0.028,0.037
-0.186,-0.072,-0.126,-0.478,-0.164,0.034
-0.145,-0.294,0.245,-0.491,0.006,-0.03
-0.431,-0.272,0.025,0.258,-0.081,-0.036
-0.492,0.075,-0.112,-0.367,0.401,0.031
-0.285,-0.381,0.384,0.286,0.393,-0.034
-0.171,-0.136,0.219,0.012,-0.127,0.048
-0.266,-0.229,-0.009,0.364,0.356,-0.028
-0.296,-0.089,0.396,-0.056,-0.333,0.047
0.258,-0.491,0.321,0.077,-0.294,0.011
-0.047,0.41,0.364,0.231,0.251,0.045
0.415,0.257,0.235,0.034,-0.253,0.074
-0.116,-0.333,-0.356,-0.282,0.488,-0.027
0.24,-0.426,0.357,0.173,0.379,0.013
-0.135,0.159,0.368,0.42,0.165,0.045
0.29,-0.423,0.22,-0.185,0.492,0.01
-0.246,-0.448,0.15,0.308,0.381,-0.026
0.405,-0.103,0.138,-0.083,0.204,0.076
0.305,-0.432,0.352,-0.499,0.238,0.014
-0.397,-0.208,-0.123,-0.336,0.368,-0.037
0.399,0.465,-0.253,-0.272,0.227,0.054
0.381,-0.164,-0.146,-0.001,-0.108,0.011
-0.17,0.435,-0.088,0.379,-0.432,0.019
-0.38,0.309,-0.419,0.273,0.202,0.037
-0.093,0.36,-0.218,-0.018,-0.004,0.037
-0.455,0.28,0.21,0.28,-0.227,0.044
0.301,-0.006,-0.362,-0.267,-0.455,0.022
-0.47,0.469,0.153,-0.055,0.384,0.044
-0.067,0.074,0.201,0.37,0.168,0.044
0.022,0.317,-0.409,-0.058,-0.224,0.037
0.469,-0.255,-0.09,0.147,-0.03,0.009
-0.073,0.459,-0.145,0.377,0.278,0.037
0.13,0.108,0.252,-0.143,0.356,0.065
0.002,0.199,-0.033,0.06,-0.389,0.032
0.316,0.178,0.11,-0.36,-0.407,0.062
0.056,0.085,-0.126,0.468,-0.441,0.029
0.072,0.336,-0.074,-0.146,0.467,0.041
-0.477,-0.026,0.367,-0.171,0.495,0.04
-0.299,0.434,0.385,-0.043,0.107,0.045
-0.458,-0.279,-0.439,-0.109,0.27,-0.037
0.107,-0.337,-0.378,-0.498,-0.274,0.007
-0.073,0.416,-0.27,0.181,0.397,0.037
0.213,0.379,-0.363,0.147,-0.326,0.058
-0.011,-0.234,0.482,-0.287,0.409,-0.004
0.069,-0.33,-0.021,-0.494,-0.269,0.002
0.018,-0.212,-0.391,0.283,-0.416,-0.013
-0.072,0.335,-0.341,0.277,-0.421,0.019
-0.05,0.291,-0.055,0.24,0.407,0.037
-0.232,-0.356,0.314,-0.114,-0.1,-0.026
-0.239,-0.108,-0.259,0.294,-0.194,0.041
-0.425,-0.172,0.426,-0.33,-0.162,-0.033
0.093,0.217,0.078,0.294,-0.074,0.068
0.041,-0.428,-0.387,-0.465,-0.246,0.002
-0.092,0.239,-0.193,0.362,-0.122,0.037
0.113,-0.086,-0.1,-0.099,0.312,0.066
0.133,-0.415,0.169,0.26,0.364,0.011
-0.477,-0.189,0.121,-0.499,-0.325,-0.043
-0.396,-0.345,-0.063,-0.38,0.416,-0.04
-0.079,0.21,-0.267,0.046,-0.111,0.037
-0.102,-0.32,-0.104,-0.142,-0.181,-0.027
0.287,-0.233,-0.433,0.161,-0.399,0.006
0.463,-0.381,-0.215,0.085,0.339,0.009
0.252,0.274,-0.095,0.072,0.297,0.063
-0.264,-0.441,0.431,0.368,0.153,-0.026
0.415,0.423,0.176,0.101,0.347,0.074
-0.254,0.005,-0.022,-0.213,-0.029,0.03
0.24,0.1,-0.421,-0.289,0.229,0.054
0.065,0.404,0.209,-0.444,-0.089,0.051
0.042,0.48,-0.274,-0.453,0.279,0.042
-0.211,0.3,-0.381,0.062,-0.288,0.037
0.027,0.314,-0.143,0.354,0.317,0.047
-0.114,-0.5,-0.41,0.484,-0.439,-0.032
0.321,0.438,-0.415,-0.025,0.042,0.063
-0.11,0.306,-0.372,-0.22,0.434,0.03
0.142,0.13,0.381,0.226,-0.073,0.072
-0.016,0.1,0.321,0.273,0.441,0.045
-0.471,0.163,0.489,-0.148,0.079,0.04
0.228,-0.409,-0.252,-0.238,0.007,0.006
-0.471,0.472,0.481,-0.365,-0.498,-0.014
0.332,-0.203,0.485,-0.155,-0.328,0.01
-0.363,0.228,0.234,-0.022,-0.104,0.044
-0.094,-0.126,0.224,0.114,0.004,0.048
0.198,-0.445,-0.221,-0.496,-0.457,-0.019
-0.288,-0.241,0.445,0.203,0.233,-0.034
0.013,0.126,0.172,0.344,-0.283,0.044
-0.026,-0.344,0.055,0.066,0.134,-0.002
-0.324,-0.085,0.018,0.223,-0.056,0.041
-0.111,0.105,0.453,0.22,-0.014,0.045
-0.053,-0.149,0.179,-0.348,0.315,-0.0
-0.367,-0.035,-0.485,0.08,0.316,0.037
-0.384,-0.32,-0.461,-0.411,0.331,-0.04
0.023,0.309,-0.325,-0.316,-0.124,0.03
-0.409,0.335,-0.3,-0.114,0.385,0.037
0.333,-0.455,0.014,0.473,0.312,0.009
-0.395,0.036,-0.249,0.108,-0.363,0.037
-0.081,0.171,-0.105,-0.466,0.141,0.031
-0.296,-0.11,-0.157,-0.336,0.379,0.034
0.167,-0.074,0.444,0.11,0.329,0.078
0.015,-0.206,0.238,0.22,0.349,-0.002
-0.348,-0.306,-0.327,-0.031,-0.265,-0.037
-0.173,0.048,-0.066,-0.178,-0.373,0.03
-0.091,-0.358,0.038,-0.095,0.155,-0.005
-0.145,-0.102,-0.432,0.244,0.236,0.041
-0.019,-0.183,-0.398,-0.233,0.426,-0.008
-0.078,0.458,0.464,0.386,0.077,0.045
-0.07,0.3,-0.083,-0.251,-0.153,0.03
0.296,-0.23,-0.293,0.299,0.15,0.009
0.308,0.286,-0.31,-0.476,-0.257,0.054
-0.278,-0.332,0.339,0.283,0.227,-0.034
0.044,0.272,-0.441,0.287,-0.115,0.047
-0.468,-0.373,-0.022,0.39,0.321,-0.036
-0.36,0.391,-0.017,-0.133,-0.314,0.03
0.212,0.344,0.038,0.066,0.094,0.061
-0.068,0.142,0.111,0.206,0.122,0.044
-0.393,-0.097,-0.382,0.058,0.192,0.041
0.18,-0.181,0.495,-0.262,-0.379,0.01
-0.095,0.369,-0.434,0.339,-0.289,0.037
-0.226,-0.118,0.121,-0.242,-0.227,0.042
0.445,0.164,-0.064,0.174,-0.169,0.063
-0.268,-0.411,-0.407,0.365,0.164,-0.03
-0.366,-0.432,0.14,0.409,0.166,-0.034
0.236,-0.038,-0.461,-0.059,-0.467,0.028
-0.093,0.38,0.281,0.231,-0.281,0.044
-0.079,0.285,-0.478,-0.037,0.355,0.037
-0.032,-0.336,-0.193,0.478,-0.291,-0.006
0.116,-0.214,-0.483,-0.236,0.482,0.004
0.125,-0.329,-0.168,-0.243,0.31,0.004
-0.025,-0.481,0.281,-0.046,0.048,-0.002
-0.159,-0.102,-0.232,0.042,0.236,0.041
-0.321,0.002,-0.222,0.075,0.148,0.037
-0.17,-0.444,-0.104,-0.376,0.457,-0.026
-0.215,-0.041,0.149,0.076,-0.194,0.044
-0.244,-0.092,0.202,-0.491,0.348,0.043
-0.054,0.412,0.017,0.287,0.001,0.037
0.313,-0.284,0.465,-0.255,-0.153,0.01
-0.254,0.225,-0.14,-0.391,0.278,0.031
-0.335,-0.184,0.037,-0.269,0.211,-0.036
0.078,0.425,-0.254,-0.146,-0.127,0.052
-0.074,-0.365,-0.044,0.493,0.426,-0.005
0.244,0.489,0.224,0.385,0.451,0.074
-0.349,0.149,0.134,-0.096,-0.371,0.044
-0.471,0.103,-0.463,-0.471,0.461,0.031
0.491,-0.446,0.248,-0.416,-0.307,0.012
-0.073,0.203,-0.293,0.318,0.266,0.037
-0.311,0.005,-0.377,0.166,-0.208,0.037
0.219,-0.431,-0.308,0.197,0.481,0.009
-0.007,-0.112,-0.207,-0.277,-0.487,-0.009
-0.232,0.24,0.168,0.148,-0.318,0.044
-0.393,0.095,-0.058,-0.224,0.218,0.03
-0.095,0.366,0.316,0.102,-0.026,0.045
-0.454,-0.193,0.386,0.376,0.301,-0.031
0.245,-0.156,-0.234,-0.336,0.4,0.008
0.192,0.06,0.361,0.461,-0.016,0.072
0.107,0.106,-0.137,0.1,0.228,0.06
0.276,0.439,0.155,0.116,0.32,0.074
-0.447,-0.378,0.283,-0.044,0.255,-0.034
0.345,-0.058,0.405,-0.212,-0.479,0.033
-0.342,0.471,0.376,-0.392,-0.064,0.041
-0.253,-0.301,-0.092,-0.249,0.167,-0.032
-0.036,-0.314,0.123,0.038,-0.305,-0.003
0.149,-0.477,0.041,0.442,-0.277,0.006
0.037,0.204,-0.199,-0.492,0.286,0.042
-0.036,-0.234,-0.241,0.345,-0.364,-0.006
-0.324,-0.174,-0.445,-0.192,-0.257,-0.037
0.219,-0.316,0.164,-0.058,-0.075,0.013
0.215,0.104,-0.098,0.297,0.186,0.061
-0.454,-0.002,0.464,-0.201,-0.034,0.04
-0.151,-0.037,0.128,-0.186,-0.222,0.039
-0.065,0.021,0.42,-0.044,-0.393,0.042
0.478,-0.453,0.422,-0.283,0.419,0.01
0.273,-0.258,0.108,0.292,0.081,0.012
0.023,0.246,-0.22,0.065,-0.493,-0.006
-0.374,-0.482,-0.21,-0.13,-0.134,-0.037
-0.078,0.261,-0.418,0.342,0.383,0.037
0.181,0.095,-0.099,0.112,-0.061,0.061
-0.285,-0.134,0.286,-0.182,0.09,0.043
0.138,0.253,0.368,-0.487,-0.056,0.065
0.35,-0.318,-0.27,0.429,-0.407,0.006
0.426,-0.152,0.496,-0.022,-0.134,0.014
-0.128,-0.404,0.006,-0.089,0.419,-0.023
-0.256,-0.142,-0.082,0.12,0.321,-0.026
0.069,-0.294,-0.237,-0.267,0.143,-0.003
0.069,-0.213,0.206,-0.495,0.303,0.005
0.341,0.175,-0.442,-0.24,0.49,0.054
-0.207,0.179,0.103,-0.14,0.48,0.039
0.402,0.176,-0.241,-0.378,0.254,0.054
0.01,-0.384,0.46,-0.437,-0.197,0.0
-0.366,0.077,-0.201,0.167,-0.322,0.037
0.489,-0.411,0.34,-0.47,-0.234,0.014
-0.348,0.135,0.341,0.07,0.117,0.045
0.331,0.264,-0.115,-0.046,0.159,0.063
-0.204,0.194,0.316,0.065,0.358,0.045
-0.281,0.166,-0.172,0.156,0.018,0.037
0.402,-0.048,-0.053,-0.29,-0.066,0.054
0.417,0.489,0.394,-0.14,-0.1,0.068
-0.096,-0.488,-0.116,0.467,-0.197,-0.006
0.466,0.249,0.272,-0.473,0.488,0.068
0.169,0.351,0.195,-0.262,0.177,0.065
-0.394,-0.278,0.2,-0.087,-0.239,-0.034
0.234,0.001,-0.037,-0.42,0.238,0.054
-0.305,0.479,0.475,0.136,0.083,0.045
-0.337,-0.339,0.074,0.043,0.08,-0.034
-0.205,-0.164,-0.095,0.28,-0.163,-0.026
-0.056,-0.375,0.253,0.089,-0.029,-0.002
0.265,0.256,0.453,0.27,0.391,0.074
-0.078,-0.401,0.34,0.109,-0.492,-0.047
-0.378,-0.158,0.426,0.233,0.444,-0.031
-0.16,-0.462,-0.43,0.358,-0.334,-0.024
-0.018,0.149,0.199,-0.163,0.072,0.039
-0.073,-0.192,0.473,-0.345,-0.199,0.0
0.087,0.368,0.145,-0.281,-0.132,0.062
-0.498,0.343,-0.491,0.038,0.029,0.037
